Player;Squad;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xA;Gls/90;G-PK/90;Ast/90;xG/90;xA/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xA;Press%;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90
Lucas Da Cunha;Nice;MF;20;10;393;0;0;1;1.0;1.7;0.0;0.0;0.23;0.23;0.39;Ligue 1;11;2.52;0.69;73.1;85.7;70.5;57.9;-0.7;30.9;0.8;0.2;0.2;1.6;21.6;0.8;57.1;4.81;0.23;41.7;2.00;2.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;12.2;16.7;6.6;3.1;2.2;214.3;65.2;1.3;0.5;0.6;0.4;1.1;0.28;4.0;0.3;0.5;0.5;-1.7999999999999998;-0.05000000000000002
Damien Da Silva;Lyon;DF;33;10;647;0;0;0;0.4;0.0;0.0;0.0;0.0;0.05;0.0;Ligue 1;8;1.11;0.14;89.8;94.8;93.7;76.1;0.0;26.6;0.5;0.9;2.1;3.0;59.6;0.1;100.0;0.70;0.00;62.9;1.80;8.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;46.6;51.9;12.8;25.1;8.3;990.9;338.8;0.0;3.5;0.3;0.0;2.6;0.84;5.6;1.4;0.1;2.2;-8.0;-0.7899999999999999
Colin Dagba;PSG;DF;23;3;165;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.06;Ligue 1;0;0.00;0.00;91.4;95.9;91.2;75.0;-0.1;17.2;0.33;1.33;1.0;2.0;52.67;0.33;33.3;1.64;0.00;50.0;2.33;2.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;42.67;46.67;23.67;17.33;1.0;603.67;130.0;0.67;1.67;1.0;0.67;1.67;0.77;2.0;1.67;0.67;0.33;-2.3;-0.77
Flavius Daniliuc;Nice;DF;20;12;547;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;87.9;91.4;90.8;80.6;0.0;32.6;0.83;1.58;1.0;2.42;31.58;0.25;50.0;0.33;0.00;69.2;2.33;8.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;22.92;26.08;5.33;13.17;4.17;492.0;148.75;0.0;1.5;0.0;0.0;1.0;0.72;3.92;0.5;0.17;0.75;-8.7;-0.72
Kevin Danso;Lens;DF;23;19;1564;0;0;0;1.0;0.1;0.0;0.0;0.0;0.06;0.0;Ligue 1;5;0.29;0.12;89.0;92.3;93.2;75.1;-0.1;38.1;0.84;1.53;2.32;3.79;63.84;0.21;50.0;0.35;0.12;75.4;1.53;19.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;48.37;54.37;11.95;27.53;8.74;1049.0;313.0;0.05;1.47;0.05;0.0;1.89;1.05;8.42;1.47;1.21;2.26;-18.9;-0.99
Dante;Nice;DF;38;21;1845;0;0;0;0.8;0.3;0.0;0.0;0.0;0.04;0.02;Ligue 1;11;0.54;0.05;91.2;96.9;94.9;77.3;-0.3;45.4;0.95;1.9;1.9;3.43;80.86;0.19;100.0;0.68;0.10;71.7;1.90;22.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;65.29;71.57;17.95;36.43;10.71;1412.86;447.43;0.14;3.33;0.1;0.0;3.1;1.05;8.52;0.67;0.33;1.81;-21.3;-1.01
Jonathan David;Lille;FW;22;22;1636;12;10;0;9.9;2.4;0.66;0.55;0.0;0.54;0.13;Ligue 1;37;2.04;1.10;78.2;83.3;80.2;78.1;-2.4;27.7;0.5;0.41;0.23;0.95;26.73;0.77;60.7;2.26;0.17;32.8;1.45;18.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;2.0999999999999996;13.73;17.55;7.5;4.59;1.14;211.77;54.82;0.91;1.09;0.64;0.09;1.82;0.82;4.23;0.77;1.36;0.91;-8.200000000000001;-0.2799999999999999
Konrad De La Fuente;Marseille;FW,DF;20;16;785;0;0;2;1.1;1.5;0.0;0.0;0.23;0.12;0.17;Ligue 1;15;1.72;0.46;78.7;89.0;83.1;50.0;0.5;28.1;0.5;0.81;0.38;0.88;21.69;1.12;58.1;2.41;0.57;36.4;1.88;7.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.1;11.75;14.94;6.56;4.31;0.69;184.75;39.94;0.69;0.44;0.88;0.25;1.06;0.48;2.31;0.19;0.38;0.25;-6.6;-0.36
Romain Del Castillo;Rennes;MF,FW;25;3;28;0;0;0;0.1;0.1;0.0;0.0;0.0;0.38;0.16;Ligue 1;1;3.21;0.00;73.3;80.0;66.7;83.3;-0.1;11.1;0.33;0.33;0.33;1.0;7.0;0.33;33.3;3.21;0.00;0.0;1.33;1.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;3.67;5.0;1.33;0.67;1.67;79.33;30.33;0.33;0.33;0.67;0.0;0.67;0.5;0.67;0.0;0.67;0.0;-1.4;-0.12
Romain Del Castillo;Brest;FW,MF;25;7;256;0;0;0;0.5;0.5;0.0;0.0;0.0;0.17;0.16;Ligue 1;4;1.41;0.00;69.1;78.5;69.0;30.0;-0.5;32.1;0.71;0.57;0.29;1.29;24.57;1.0;50.0;2.81;0.35;33.3;2.29;2.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;10.86;15.71;7.29;2.86;0.43;152.57;43.43;0.57;0.71;0.43;0.0;1.14;0.37;3.43;0.86;1.29;0.14;-2.1;-0.19999999999999998
Thomas Delaine;Metz;DF;29;16;1310;0;0;2;0.5;2.0;0.0;0.0;0.14;0.03;0.14;Ligue 1;9;0.62;0.21;74.4;86.3;79.2;37.1;0.0;28.7;1.31;1.06;1.5;3.81;49.06;0.81;43.3;2.13;0.14;13.3;0.94;22.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;29.0;39.0;13.81;12.62;2.25;498.69;218.5;1.19;1.62;1.0;0.69;2.75;1.42;5.31;1.06;0.62;0.12;-22.2;-1.39
Sacha Delaye;Montpellier;MF;19;2;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;100.0;100.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0;0.00;0.00;0;1.50;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;3.0;1.5;1.0;0.0;36.0;14.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;0.5;0.0;0.0;-0.2;-0.1
Andy Delort;Nice;FW;30;16;1151;6;5;1;6.8;2.9;0.47;0.39;0.08;0.53;0.23;Ligue 1;47;3.68;1.56;65.1;76.6;60.5;48.8;-1.9;30.6;0.44;0.44;0.5;1.19;31.44;0.75;52.2;3.52;0.55;45.6;1.81;15.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.7999999999999998;14.31;22.0;8.19;4.31;1.25;220.31;49.12;1.38;0.75;1.19;0.25;1.75;0.97;3.75;1.56;1.44;2.56;-8.7;-0.43999999999999995
Andy Delort;Montpellier;FW;30;3;269;2;2;1;1.4;0.7;0.67;0.67;0.33;0.48;0.22;Ligue 1;14;4.68;1.67;58.3;69.8;60.0;61.5;0.3;15.4;0.67;1.0;0.0;0.67;45.0;0.0;0;4.01;0.33;40.0;1.33;4.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.6000000000000001;18.67;32.0;10.0;6.0;2.67;345.67;86.0;3.0;0.67;2.0;0.67;1.67;1.63;4.33;2.0;1.0;2.0;-3.5000000000000004;-1.15
Moussa Dembélé;Lyon;FW;25;14;943;6;3;1;6.1;1.6;0.57;0.29;0.1;0.58;0.15;Ligue 1;26;2.48;1.05;69.1;75.9;66.0;37.5;-0.6;29.5;0.36;0.64;0.14;0.86;25.64;0.64;47.4;2.29;0.38;45.9;1.71;12.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.67;-0.09999999999999964;10.07;14.57;6.07;2.36;0.43;120.71;18.64;0.79;0.71;0.21;0.0;0.43;0.91;3.21;0.93;0.71;2.0;-6.700000000000001;-0.33000000000000007
Jason Denayer;Lyon;DF;26;14;912;3;3;0;1.4;0.0;0.3;0.3;0.0;0.14;0.0;Ligue 1;5;0.49;0.30;94.5;96.2;97.2;85.2;0.0;33.8;0.43;1.36;1.07;1.79;54.86;0.07;33.3;0.20;0.00;48.4;1.57;19.3;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.6;45.36;48.0;12.71;24.57;7.79;978.71;272.79;0.0;1.21;0.0;0.0;1.36;1.38;4.71;0.43;0.36;1.07;-17.900000000000002;-1.2399999999999998
Arthur Desmas;Clermont Foot;GK;27;13;1170;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;70.9;100.0;98.0;42.9;0.0;0.0;0.0;0.0;0.0;0.0;30.08;0.0;0;0.00;0.00;0;1.00;19.3;1;18.1;0.32;-6.9;26;2.00;54.7;23.1;4.08;2.04;0.0;0.0;20.08;28.31;6.0;7.46;6.08;493.62;282.0;0.0;0.46;0.0;0.0;0.08;1.48;4.38;0.0;0.15;0.0;-19.3;-1.48
Ángel Di María;PSG;FW;33;15;1082;3;3;3;3.3;4.1;0.25;0.25;0.25;0.28;0.34;Ligue 1;31;2.58;1.00;74.5;84.7;78.0;51.8;-1.1;26.1;0.4;0.67;0.8;1.47;63.6;1.6;57.1;5.49;0.58;50.0;2.27;10.8;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.2999999999999998;40.6;54.47;20.27;14.93;4.73;713.13;193.27;2.4;3.0;2.27;0.4;5.13;0.72;4.4;0.2;0.8;0.07;-7.500000000000001;-0.43999999999999995
Yadaly Diaby;Clermont Foot;FW,MF;21;5;67;0;0;0;0.1;0.0;0.0;0.0;0.0;0.17;0.0;Ligue 1;2;2.69;0.00;55.6;45.5;66.7;100.0;0.0;35.3;0.0;0.2;0.6;1.0;6.4;0.2;100.0;1.34;0.00;50.0;1.00;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;2.0;3.6;1.0;0.4;0.4;33.4;2.2;0.0;0.0;0.0;0.0;0.0;0.18;0.4;0.2;0.2;0.2;-0.8;-0.009999999999999981
Ibrahim Diakité;Reims;MF;18;1;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;33.3;0.0;100.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;3.0;0.0;0;0.00;0.00;0;1.00;0.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;17.0;16.0;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.0;-0.8;-0.8
Abdou Diallo;PSG;DF;25;9;766;0;0;1;0.1;0.6;0.0;0.0;0.12;0.01;0.06;Ligue 1;1;0.12;0.12;88.9;92.8;92.1;71.2;0.4;33.3;1.67;1.56;1.33;3.78;74.78;1.44;65.0;0.59;0.12;73.3;3.00;8.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;58.11;65.33;25.78;25.89;5.78;1040.33;379.22;0.44;3.22;0.89;0.33;5.11;0.92;5.56;1.33;0.11;1.22;-8.200000000000001;-0.91
Habib Diallo;Strasbourg;FW;26;17;996;8;7;1;6.3;1.5;0.72;0.63;0.09;0.57;0.14;Ligue 1;30;2.71;1.17;71.3;80.4;71.7;57.9;-0.5;25.3;0.29;0.59;0.24;0.53;23.88;0.94;53.3;2.08;0.63;48.2;1.35;14.9;0;0;0;0;0;0;0.0;0;0.0;0.0;1.86;1.7000000000000002;10.53;14.76;7.0;2.53;0.65;148.06;27.82;0.47;0.53;0.41;0.18;0.82;0.88;3.06;0.76;1.12;2.41;-8.600000000000001;-0.31000000000000005
Mouhamadou Diarra;Strasbourg;MF;18;1;2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;100.0;0;0;100.0;0.0;100.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Stéphane Diarra;Lorient;FW,MF;23;12;456;0;0;0;1.0;1.2;0.0;0.0;0.0;0.21;0.24;Ligue 1;10;1.97;0.59;73.3;85.9;76.4;53.6;-1.2;27.1;0.58;0.25;0.83;1.75;20.25;1.08;52.0;5.13;0.59;30.0;0.83;5.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;10.5;14.33;5.58;3.5;1.25;185.33;38.42;0.83;0.5;0.42;0.08;1.17;0.46;2.33;0.33;0.5;0.25;-4.5;-0.25
Krepin Diatta;Monaco;MF,DF;22;8;285;1;1;0;0.2;0.1;0.32;0.32;0.0;0.07;0.04;Ligue 1;3;0.95;0.95;78.3;89.5;75.0;100.0;-0.1;34.0;0.5;0.5;0.38;0.88;17.38;0.75;66.7;1.89;0.32;75.0;1.13;3.5;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.8;10.38;13.25;6.38;3.38;0.5;151.38;46.62;0.38;0.88;0.25;0.0;1.88;0.44;3.12;0.38;1.0;1.12;-3.3;-0.37
Bamba Dieng;Marseille;FW,MF;21;14;528;4;4;0;4.2;0.0;0.68;0.68;0.0;0.71;0.0;Ligue 1;21;3.58;1.87;75.3;80.4;90.9;50.0;0.0;22.6;0.57;0.07;0.43;1.29;12.14;0.21;42.9;1.02;0.51;47.1;1.86;5.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.75;-0.20000000000000018;5.0;6.64;2.93;1.43;0.29;70.71;10.14;0.0;0.07;0.0;0.0;0.21;0.36;1.14;0.5;0.5;0.57;-0.8999999999999995;0.35
Elhadji Dieye;Saint-Étienne;MF,FW;19;5;34;0;0;0;0.0;0.0;0.0;0.0;0.0;0.08;0.0;Ligue 1;2;5.29;0.00;44.4;50.0;0;0.0;0.0;20.0;0.4;0.4;0.4;1.2;4.4;0.2;50.0;0.00;0.00;100.0;1.20;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.8;1.8;0.8;0.0;0.0;8.4;5.4;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.2;0.4;0.2;-1.0;-0.12000000000000001
Javairô Dilrosun;Bordeaux;FW,MF;23;18;945;0;0;3;1.4;1.9;0.0;0.0;0.29;0.13;0.18;Ligue 1;24;2.29;0.48;75.5;89.3;73.3;62.7;1.1;26.8;0.33;0.61;0.5;1.0;23.83;1.06;63.3;3.05;0.38;45.5;1.00;20.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.4;13.39;17.72;7.44;3.5;1.78;222.17;58.17;0.94;1.0;0.72;0.11;1.44;1.14;2.61;0.56;1.11;0.28;-19.200000000000003;-1.0099999999999998
Junior Dina Ebimbe;PSG;MF;21;8;240;0;0;0;0.1;0.1;0.0;0.0;0.0;0.04;0.02;Ligue 1;3;1.13;0.37;92.0;91.7;97.3;86.4;-0.1;20.6;0.38;0.38;0.38;1.0;25.75;0.5;57.1;0.75;0.37;50.0;2.50;1.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;20.0;21.75;8.25;9.0;2.38;371.12;64.75;0.12;2.0;0.25;0.0;0.62;0.23;2.38;1.0;0.38;0.12;-1.7;-0.19
Tristan Dingomé;Troyes;MF,FW;30;15;754;2;2;4;0.8;1.8;0.24;0.24;0.48;0.1;0.22;Ligue 1;18;2.15;0.48;74.9;82.1;76.3;59.7;2.2;29.8;0.67;0.27;0.73;1.8;31.13;0.73;84.6;2.75;0.60;56.3;1.20;9.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.2;19.33;25.8;9.8;6.0;2.67;342.93;104.87;1.0;2.13;0.6;0.2;2.13;0.65;5.0;0.47;0.73;0.6;-8.899999999999999;-0.55
Sinaly Diomande;Lyon;DF;20;10;578;0;0;0;0.3;0.0;0.0;0.0;0.0;0.04;0.0;Ligue 1;3;0.47;0.00;94.0;95.0;96.1;87.7;0.0;34.3;0.5;0.9;1.8;2.5;53.7;0.2;66.7;0.78;0.00;67.9;1.36;10.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;43.8;46.6;9.5;24.9;9.3;1013.7;296.6;0.1;1.4;0.0;0.0;2.1;1.08;4.0;0.6;0.4;1.9;-10.5;-1.04
Sofiane Diop;Monaco;MF,FW;21;21;1479;6;6;2;4.7;2.1;0.37;0.37;0.12;0.28;0.13;Ligue 1;29;1.76;0.67;74.5;84.0;80.0;56.9;-0.1;28.7;0.86;0.62;1.14;2.52;45.24;1.62;59.6;3.77;0.55;33.3;1.57;16.4;0;0;0;0;0;0;0.0;0;0.0;0.0;1.83;1.2999999999999998;26.43;35.48;12.71;9.33;3.71;483.1;133.9;1.29;2.0;1.29;0.24;3.52;0.78;4.86;0.95;1.48;0.57;-11.7;-0.5
Andy Diouf;Rennes;MF;19;3;12;0;0;0;0.0;0.5;0.0;0.0;0.0;0.0;3.54;Ligue 1;0;0.00;0.00;75.0;50.0;100.0;0;-0.5;16.7;0.33;0.33;0.0;0.33;3.67;0.0;0;7.50;0.00;0.0;1.33;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;2.67;0.67;1.33;0.0;35.0;2.33;0.33;0.0;0.0;0.0;0.0;0.3;1.0;0.33;0.33;0.0;-0.9;-0.3
Assane Dioussé;Saint-Étienne;MF;24;4;23;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;91.7;90.9;100.0;71.4;0.0;75.0;0.0;0.0;0.0;0.0;9.75;0.0;0;0.00;0.00;100.0;1.75;0.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;8.25;9.0;2.5;4.0;1.25;157.0;26.75;0.0;0.75;0.0;0.0;0.0;0.12;2.25;0.0;0.25;0.25;-0.5;-0.12
Axel Disasi;Monaco;DF;23;18;1466;1;1;0;1.3;0.1;0.06;0.06;0.0;0.08;0.01;Ligue 1;8;0.49;0.06;88.5;93.6;93.6;73.5;-0.1;43.2;1.06;1.22;1.56;3.11;66.78;0.44;100.0;0.18;0.00;71.2;1.56;18.6;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;-0.30000000000000004;52.11;58.89;11.33;31.11;9.39;1171.39;359.39;0.11;4.17;0.11;0.0;3.67;1.03;9.0;1.67;0.39;2.33;-17.3;-0.9500000000000001
Tiago Djaló;Lille;DF;21;15;1244;1;1;1;0.9;0.2;0.07;0.07;0.07;0.07;0.02;Ligue 1;9;0.65;0.14;86.5;91.5;91.4;72.5;0.8;36.8;1.4;1.67;1.13;3.53;66.07;0.8;85.7;0.80;0.22;51.3;1.40;13.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.09999999999999998;48.27;55.8;18.73;22.6;6.33;916.2;327.87;0.13;2.07;0.07;0.0;2.2;0.88;8.07;1.07;1.0;1.33;-12.299999999999999;-0.81
Alexander Djiku;Strasbourg;DF;27;17;1442;0;0;0;1.5;0.4;0.0;0.0;0.0;0.09;0.02;Ligue 1;7;0.44;0.06;84.6;89.9;90.3;70.5;-0.4;35.5;1.47;1.65;3.06;5.53;58.18;0.12;100.0;0.81;0.12;68.8;1.29;20.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.5;39.71;46.94;10.47;20.18;8.29;894.82;342.53;0.24;3.82;0.65;0.18;4.06;1.23;7.59;1.76;0.59;1.94;-19.4;-1.14
Bryan Djile Nokoué;Saint-Étienne;DF,MF;19;2;57;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;75.9;88.9;91.7;50.0;0.0;41.7;1.0;0.5;0.5;2.5;19.0;0.5;100.0;0.00;0.00;0;0.50;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.0;14.5;4.0;5.5;1.5;217.5;62.5;0.0;0.5;0.0;0.0;0.5;0.45;2.5;0.0;0.5;0.0;-0.9;-0.45
Ouparine Djoco;Clermont Foot;GK;23;9;810;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;64.1;92.6;100.0;42.4;0.0;33.3;0.0;0.0;0.0;0.0;32.56;0.0;0;0.00;0.00;0;0.89;11.0;2;9.5;0.26;-1.5;13;1.44;63.6;22.2;3.67;2.54;0.0;0.0;19.44;30.33;2.78;8.78;7.78;615.78;389.44;0.0;0.11;0.0;0.0;0.11;1.22;5.44;0.11;0.22;0.0;-11.0;-1.22
Jeremy Doku;Rennes;MF,FW;19;9;392;1;1;1;0.8;1.1;0.23;0.23;0.23;0.18;0.25;Ligue 1;4;0.92;0.46;74.8;76.8;79.5;58.3;-0.1;30.3;0.11;0.11;0.56;1.0;23.0;2.44;61.1;3.90;0.69;28.6;1.56;4.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.19999999999999996;10.89;14.56;5.89;3.89;0.78;179.0;45.44;0.89;0.78;0.89;0.22;2.0;0.54;3.33;0.67;1.0;0.22;-4.1000000000000005;-0.36000000000000004
Kasper Dolberg;Nice;FW;24;17;991;6;4;1;5.0;0.5;0.54;0.36;0.09;0.45;0.05;Ligue 1;25;2.27;1.09;69.7;79.0;62.0;66.7;0.5;23.8;0.18;0.59;0.29;0.76;18.47;0.53;56.3;1.54;0.18;46.2;1.94;15.4;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.0;7.18;10.29;4.65;1.82;0.47;101.0;16.76;0.41;0.47;0.29;0.0;0.65;0.91;1.71;1.29;1.29;1.06;-10.4;-0.46
Brandon Domingues;Troyes;MF,FW;21;11;231;1;1;0;0.9;0.3;0.39;0.39;0.0;0.35;0.12;Ligue 1;4;1.56;0.78;75.0;78.9;76.9;83.3;-0.3;30.8;0.18;0.36;0.27;0.82;12.09;0.09;25.0;3.12;0.00;0.0;0.91;4.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.09999999999999998;6.27;8.36;2.73;2.73;0.45;101.64;31.36;0.64;0.27;0.36;0.18;0.82;0.36;1.45;0.36;0.82;0.0;-3.1;-0.010000000000000009
Anastasios Donis;Reims;FW,MF;25;11;321;0;0;0;0.7;0.4;0.0;0.0;0.0;0.2;0.1;Ligue 1;9;2.52;0.28;55.7;74.1;46.9;50.0;-0.4;30.6;0.55;0.27;0.27;1.09;12.36;0.55;40.0;1.40;0.00;25.0;0.91;3.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;4.0;7.18;1.82;1.36;0.45;66.55;12.73;0.45;0.18;0.27;0.09;0.27;0.27;1.36;0.82;0.27;0.18;-2.3;-0.07
Gianluigi Donnarumma;PSG;GK;22;9;810;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;91.6;100.0;97.4;72.3;0.0;0;0.0;0.0;0.0;0.0;29.78;0.11;100.0;0.00;0.00;0;2.44;9.2;0;8.1;0.30;+2.1;6;0.67;78.6;44.4;3.11;4.67;0.0;0.0;25.56;27.89;7.78;12.33;5.22;539.22;278.11;0.0;0.0;0.0;0.0;0.0;1.02;5.0;0.0;0.11;0.0;-9.2;-1.02
Jodel Dossou;Clermont Foot;FW;29;22;1332;1;1;1;3.5;2.0;0.07;0.07;0.07;0.24;0.13;Ligue 1;39;2.64;0.74;72.5;84.2;73.3;48.1;-1.0;31.1;0.86;0.73;0.27;1.32;26.09;1.55;56.7;2.84;0.20;23.1;0.95;21.6;0;0;0;0;0;0;0.0;0;0.0;0.0;11.0;-2.5;12.23;16.86;7.27;3.86;0.59;177.45;49.05;0.77;0.68;0.59;0.27;1.5;0.98;3.45;0.86;1.32;0.14;-18.1;-0.74
Lucas Douath;Saint-Étienne;MF;18;16;813;0;0;0;0.9;0.0;0.0;0.0;0.0;0.09;0.0;Ligue 1;6;0.66;0.00;87.2;88.0;91.2;83.9;0.0;31.1;1.31;0.5;0.75;2.69;31.69;0.31;35.7;0.55;0.00;46.7;0.88;14.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;22.62;25.94;10.06;9.06;2.94;411.81;91.44;0.06;1.69;0.12;0.0;0.81;0.88;6.25;1.25;0.94;0.44;-13.1;-0.79
Cheick Doucouré;Lens;MF;22;19;1674;0;0;3;1.0;1.7;0.0;0.0;0.16;0.06;0.09;Ligue 1;16;0.86;0.38;86.9;90.7;89.1;77.9;1.3;34.9;1.95;1.11;1.68;4.16;63.68;0.53;62.5;2.47;0.22;45.2;1.53;20.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;48.37;55.63;20.47;21.95;5.58;904.37;219.42;0.89;4.84;0.68;0.0;5.89;1.08;9.16;1.37;1.0;0.74;-19.5;-1.02
Fodé Doucouré;Reims;DF;20;3;154;0;0;0;0.0;0.0;0.0;0.0;0.0;0.02;0.02;Ligue 1;1;0.58;0.00;71.3;83.3;87.1;33.3;0.0;42.4;2.0;1.33;1.67;5.67;35.33;0.67;100.0;0.58;0.00;20.0;0.33;2.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;19.0;26.67;8.33;9.0;1.67;331.33;154.0;0.33;0.33;0.33;0.0;1.67;0.83;4.67;0.33;0.33;0.33;-2.5;-0.8099999999999999
Kamory Doumbia;Reims;FW;18;2;30;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;73.3;71.4;100.0;66.7;0.0;0.0;0.0;0.5;0.0;0.0;10.5;0.0;0;0.00;0.00;0.0;0.50;0.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;5.5;7.5;2.5;1.5;1.0;105.0;10.5;0.0;0.5;0.0;0.0;0.0;0.25;0.5;0.0;0.5;0.0;-0.5;-0.25
Souleyman Doumbia;Angers;DF;25;14;1050;0;0;0;0.4;0.6;0.0;0.0;0.0;0.03;0.05;Ligue 1;8;0.69;0.26;84.3;92.1;87.3;55.6;-0.6;25.2;0.79;1.93;1.64;2.64;48.93;1.57;62.9;1.20;0.00;50.0;1.43;12.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;32.5;38.57;15.71;14.79;1.79;534.93;144.57;0.57;0.71;0.43;0.36;1.86;0.92;4.93;0.71;0.86;0.57;-12.5;-0.89
Julian Draxler;PSG;FW,MF;28;11;385;2;2;1;1.4;0.9;0.47;0.47;0.23;0.32;0.22;Ligue 1;7;1.64;0.47;89.2;92.4;88.3;77.3;0.1;35.0;0.18;0.27;0.27;0.45;21.55;0.91;71.4;2.81;0.47;50.0;3.00;3.4;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.6000000000000001;16.55;18.55;9.91;4.82;1.55;267.55;49.82;0.45;1.55;0.27;0.09;0.82;0.31;1.82;0.45;0.09;0.18;-2.0;0.010000000000000009
